Date,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_200,RSI_14,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Target_Close_5d
2024-06-04 00:00:00-04:00,193.98802704232935,194.66575720064256,192.38341934135104,193.69900512695312,47471400,193.53953552246094,193.53953552246094,193.53953552246094,100.0,0.02544244402156437,0.0050884888043128745,193.53953552246094,193.9905836773792,193.08848736754268,195.21389770507807
2024-06-05 00:00:00-04:00,194.7454708275224,196.24044634116564,194.2172473626493,195.21389770507807,54156800,194.09765625,194.09765625,194.09765625,100.0,0.16593217199118726,0.03725722544168775,194.09765625,196.0571733275301,192.1381391724699,193.82855224609372
2024-06-06 00:00:00-04:00,195.03450583879905,195.84179017422775,193.5195930765027,193.82855224609372,41181800,194.0303802490234,194.0303802490234,194.0303802490234,56.96585328858781,0.16359961829351732,0.06252570401205367,194.0303802490234,195.65279257321018,192.40796792483664,196.23048400878903
2024-06-07 00:00:00-04:00,193.99798178181692,196.28031956711487,193.48969558531903,196.23048400878903,53103900,194.47040100097655,194.47040100097655,194.47040100097655,75.35458827042373,0.35151482802410783,0.1203235288144645,194.47040100097655,196.88836120644783,192.05244079550528,192.47311401367188
2024-06-10 00:00:00-04:00,196.24045118441725,196.6391204558344,191.5063619410421,192.47311401367188,97262100,194.13751983642578,194.13751983642578,194.13751983642578,45.16471752019102,0.19500275822505841,0.13525937469658328,194.13751983642578,196.8461471857115,191.42889248714008,206.45611572265625
2024-06-11 00:00:00-04:00,193.00133588013964,206.46609195915696,192.9814138224934,206.45611572265625,172373300,195.89731924874442,195.89731924874442,195.89731924874442,77.9863463394945,1.1856102158430701,0.3453295429258807,195.89731924874442,205.5319918587746,186.26264663871424,212.35629272460935
2024-06-12 00:00:00-04:00,206.67537368785207,219.46239922329931,206.20694681699416,212.35629272460935,198134300,197.9546909332275,197.9546909332275,197.9546909332275,82.42507138789765,2.4188853327555364,0.7600407008918119,197.9546909332275,212.61807499690357,183.29130686955145,213.5223846435547
2024-06-13 00:00:00-04:00,214.0207098376566,216.02397164318225,210.8912282270037,213.5223846435547,97862700,199.68443467881943,199.68443467881943,199.68443467881943,83.09860073125256,3.450582453981667,1.298149051509783,199.68443467881943,216.88473878918114,182.48413056845772,211.7782440185547
2024-06-14 00:00:00-04:00,213.13368913916617,214.44925972841028,210.59222763705992,211.7782440185547,70122700,200.89381561279293,200.89381561279293,200.89381561279293,78.59356095117816,4.080435562304359,1.8546063536686983,200.89381561279293,218.82374248739296,182.9638887381929,215.94422912597656
2024-06-17 00:00:00-04:00,212.65527993528357,218.21659070332572,212.0074632920053,215.94422912597656,93728300,203.15023193359372,202.26203502308238,202.26203502308238,81.04771946709542,4.859738825971931,2.455632848129345,202.26203502308238,221.54163879396245,182.9824312522023,213.5721893310547
2024-06-18 00:00:00-04:00,216.86113841241476,217.8976632564161,212.28651711595563,213.5721893310547,79943300,205.1375503540039,203.20454788208008,203.20454788208008,76.08133255915807,5.225699874253678,3.009646253354212,203.20454788208008,222.71228460838682,183.69681115577333,208.97764587402344
2024-06-20 00:00:00-04:00,213.21341001933183,213.5223844137921,208.15043943546107,208.97764587402344,86172500,206.51392517089843,203.6486323429988,203.6486323429988,68.00920788963785,5.086353070788135,3.4249876168409967,203.6486323429988,222.59841110879591,184.6988535772017,206.79498291015625
2024-06-21 00:00:00-04:00,209.6852627905662,211.1802382889184,206.41625091745036,206.79498291015625,246421400,207.8105682373047,203.87337166922433,203.87337166922433,64.74584071888913,4.745098523140115,3.6890097981008205,203.87337166922433,222.15724231652,185.58950102192864,207.44281005859372
2024-06-24 00:00:00-04:00,207.02421872275744,211.9875333707341,205.89799892378585,207.44281005859372,80727000,208.93180084228516,204.11133422851563,204.11133422851563,65.2408797750951,4.475337171175653,3.846275272715787,204.11133422851563,221.8262694666862,186.39639899034506,208.3697052001953
2024-06-25 00:00:00-04:00,208.44942384896885,210.6719651774044,207.91123932751768,208.3697052001953,56713900,210.5214599609375,204.3774824142456,204.3774824142456,65.69297006570929,4.286925044366285,3.934405227045887,204.3774824142456,221.62367327753046,187.13129155096075,212.5356903076172
2024-06-26 00:00:00-04:00,210.79155216910212,214.1402980033581,209.9344322470105,212.5356903076172,66213200,211.1294174194336,204.85737699620864,204.85737699620864,67.53430941726901,4.422784155357078,4.032081012708126,204.85737699620864,222.01843683099958,187.6963171614177,213.38284301757807
2024-06-27 00:00:00-04:00,213.97086306596705,215.0173489602873,211.6387049296034,213.38284301757807,49772700,211.23207244873046,205.33101399739584,205.33101399739584,70.01224930617457,4.54640351370449,4.134945512907399,205.33101399739584,222.45790027966484,188.20412771512684,209.9144744873047
2024-06-28 00:00:00-04:00,215.0472324898511,215.34623061165476,209.5955543096767,209.9144744873047,82542700,210.87128143310548,205.5722487600226,205.5722487600226,63.705304636360815,4.314766450009557,4.170909700327831,205.5722487600226,222.34892511867798,188.79557240136722,216.02395629882807
2024-07-01 00:00:00-04:00,211.37956216985052,216.78140506529675,211.2101334408119,216.02395629882807,60402900,211.2958526611328,206.0948341369629,206.0948341369629,72.52619202464089,4.571479362848578,4.251023632831981,206.0948341369629,223.079856606289,189.1098116676368,219.5321807861328
2024-07-02 00:00:00-04:00,215.4259709293389,219.64181293490427,214.3795002092306,219.5321807861328,58046200,211.65464782714844,206.73470778692337,206.73470778692337,65.64138488422736,5.00036944610747,4.400892795487079,207.4024398803711,224.29237766873317,190.51250209200904,220.80789184570312
2024-07-03 00:00:00-04:00,219.26308073535037,220.80789184570312,218.29632866276663,220.80789184570312,37369800,212.3782180786133,207.37439797141334,207.37439797141334,61.367281969274885,5.381176297331791,4.5969494958560215,208.75788421630858,225.36612519067305,192.14964324194412,225.5818328857422
2024-07-05 00:00:00-04:00,220.90754038733803,225.6914650307592,220.90754038733803,225.5818328857422,60412400,214.03863677978515,208.16602557638416,208.16602557638416,64.78491083347805,5.999032502512591,4.877366097187336,210.2762809753418,227.22018239711187,193.3323795535717,227.056884765625
2024-07-08 00:00:00-04:00,226.32931907748747,227.08678305881676,222.50218547217585,227.056884765625,59085900,216.06482696533203,208.9531447092692,208.9531447092692,68.85606171027497,6.532410790408306,5.20837503583153,211.93769760131835,228.60509285906159,195.2703023435751,227.9139862060547
2024-07-09 00:00:00-04:00,227.1664984715379,228.631575647805,225.6117264169712,227.9139862060547,48076100,218.11194458007813,209.71157836914062,209.71157836914062,66.08622685137722,6.944229099074164,5.555545848480057,213.52187271118163,229.9240088389838,197.11973658337945,232.1995849609375
2024-07-10 00:00:00-04:00,228.53191911989683,232.2992560750062,228.48208356286247,232.1995849609375,62627700,220.49493255615235,210.57650169959436,210.57650169959436,73.80890620605678,7.529613382901914,5.950359355364429,215.50819625854493,230.75901088989124,200.2573816271986,226.80772399902344
2024-07-11 00:00:00-04:00,230.61492037011672,231.61157070495585,225.0137503547776,226.80772399902344,64710600,221.92213592529296,211.1776580810547,211.1776580810547,72.33457674261435,7.47232027061537,6.2547515384146175,216.5257766723633,231.94838253468458,201.103170810042,229.76776123046875
2024-07-12 00:00:00-04:00,228.1531925563972,231.86073301422448,227.91399100155516,229.76776123046875,53046500,223.56062774658204,211.8415903363909,211.8415903363909,78.22677653820664,7.578406183775513,6.519482467486797,217.39635009765624,233.76465877083,201.02804142448247,233.6148376464844
2024-07-15 00:00:00-04:00,235.68787221439837,236.43535998230436,232.3092281117703,233.6148376464844,62631300,225.9306640625,212.59239196777344,212.59239196777344,79.81379004901041,7.882047611218155,6.791995496233069,218.40097274780274,236.17424457019217,200.6277009254133,234.03343200683597
2024-07-16 00:00:00-04:00,234.2128217621178,235.47857190808813,231.5517672716992,234.03343200683597,43234300,227.7316116333008,213.30709330240884,213.30709330240884,79.5772829877049,8.06351155478427,7.0462987079433095,219.51373214721679,238.2990692935911,200.72839500084248,228.1133270263672
2024-07-17 00:00:00-04:00,228.68140979310064,230.68468664215072,225.88082486496336,228.1133270263672,57345900,228.58972625732423,213.7847137451172,213.7847137451172,67.2554513174299,7.641533203811122,7.165345607116873,220.12218704223633,239.20665065269796,201.0377234317747,223.42906188964844
2024-07-18 00:00:00-04:00,229.50863493701104,229.66810263837596,221.52547133243425,223.42906188964844,66034600,228.85184326171876,214.0860996246338,214.0860996246338,60.25638908629693,6.850166813039067,7.102309848301312,220.61503067016602,239.49528837959448,201.73477296073756,223.55862426757807
2024-07-19 00:00:00-04:00,224.06692564873424,226.0402889661169,222.5320756847993,223.55862426757807,49151500,228.64952239990234,214.37314582593513,214.37314582593513,64.9486883455188,6.1624212912942085,6.914332136899892,221.34407958984374,239.44211900041395,203.24604017927354,223.20980834960935
2024-07-22 00:00:00-04:00,226.24957960487183,227.01700459563804,222.34271224556247,223.20980834960935,48201800,228.2648147583008,214.63304766486672,214.63304766486672,59.010259020169855,5.525536535316633,6.63657301658324,222.1648208618164,238.92406214476773,205.40557957886506,224.2563018798828
2024-07-23 00:00:00-04:00,223.61844622977043,226.17984506717187,221.9341046141529,224.2563018798828,39960300,227.8990463256836,214.90799778529575,214.90799778529575,56.31327034745011,5.047064640195686,6.31867134130573,223.00549545288087,238.27600239103046,207.73498851473127,217.80795288085935
2024-07-24 00:00:00-04:00,223.24967028544492,224.04699357799976,216.40268749627205,217.80795288085935,61777600,226.4598831176758,214.98855209350586,214.98855209350586,46.477857893235736,4.100278880390277,5.8749928491226395,223.47740783691407,237.36415943089668,209.59065624293146,216.7614898681641
2024-07-25 00:00:00-04:00,218.19665359620475,220.11023564894725,213.9010930254534,216.7614898681641,51391200,225.45525970458985,215.03646933065878,215.03646933065878,38.65094585595098,3.2282898096679844,5.345652241231709,223.6886978149414,236.99076242938463,210.38663320049818,217.22991943359372
2024-07-26 00:00:00-04:00,217.9674309680192,218.7547932697213,215.28643906297688,217.22991943359372,41601300,224.20147552490235,215.09419170178865,215.09419170178865,37.01948387523284,2.545685462502007,4.785658885485768,223.88105163574218,236.6564684855477,211.10563478593667,217.50897216796875
2024-07-29 00:00:00-04:00,216.23326096996,218.5654190781,215.0273073866339,217.50897216796875,36311800,222.59088897705078,215.15610914963943,215.15610914963943,36.04279453995049,2.004131443247985,4.229353397038212,224.2607765197754,235.6662955832462,212.85525745630457,218.06710815429688
2024-07-30 00:00:00-04:00,218.45580119769895,219.5919820328496,215.39607720378967,218.06710815429688,41643800,220.99425659179687,215.22888412475587,215.22888412475587,28.936454539169375,1.6015215473771889,3.7037870271060074,224.36293411254883,235.49104414504885,213.2348240800488,221.3361053466797
2024-07-31 00:00:00-04:00,220.6982497488722,223.07028238181744,219.8909654212368,221.3361053466797,50036300,220.31653442382813,215.37784073992472,215.37784073992472,41.29399037014159,1.5286101907753107,3.268751659839868,224.45313034057617,235.44478520127544,213.4614754798769,217.6285552978516
2024-08-01 00:00:00-04:00,223.618417993468,223.72805013234773,216.29304757526307,217.6285552978516,62501000,219.73648376464843,215.43142918178015,215.43142918178015,31.133831685098343,1.158306871129156,2.8466627020977255,224.2941635131836,235.5953969393426,212.9929300870246,219.12353515625
2024-08-02 00:00:00-04:00,218.41590675319648,224.84431334230803,216.98074309833055,219.12353515625,105568600,219.29297485351563,215.51729211141898,215.51729211141898,25.701873333776646,0.9742407618640527,2.4721783140509914,223.97124862670898,235.48464348239452,212.45785377102345,208.5690155029297
2024-08-05 00:00:00-04:00,198.42310739676373,212.7848420736874,195.34346157584417,208.5690155029297,119548600,217.82889556884766,215.3593767339533,215.3593767339533,18.13420313167103,-0.023029019869113654,1.9731368472669704,223.0468551635742,236.34718606220926,209.74652426493915,206.5358428955078
2024-08-06 00:00:00-04:00,204.61231506511243,209.28660752946877,200.39648844230865,206.5358428955078,69660500,216.05684967041014,215.16329820421007,215.16329820421007,20.088425267069383,-0.9662937119060189,1.3852507354323726,221.9779479980469,236.96104458280487,206.9948514132889,209.1171875
2024-08-07 00:00:00-04:00,206.2069550428707,212.9243839975228,205.69866882998735,209.1171875,63516400,215.18777313232422,215.03186101498812,215.03186101498812,28.93197489473198,-1.4883876336631374,0.8105230616132706,220.823828125,236.04583480704216,205.60182144295786,212.59548950195312
2024-08-08 00:00:00-04:00,212.39616246807245,213.48250772924823,208.13050007077933,212.59548950195312,47161100,214.77117309570312,214.98002332322142,214.98002332322142,35.30986117074569,-1.6030025108536279,0.32781794711989093,220.11321640014648,235.48522946201714,204.74120333827582,215.51568603515625
2024-08-09 00:00:00-04:00,211.38955402452132,216.05387055494424,211.259984607228,215.51568603515625,42201600,214.59974975585936,214.99118296305338,214.99118296305338,40.3548551474234,-1.4415825058800635,-0.026062143480099942,219.40061264038087,234.1988358529703,204.60238942779145,217.0522918701172
2024-08-12 00:00:00-04:00,215.59550663031672,219.02793942662467,215.12653755613,217.0522918701172,38028100,214.55408172607423,215.03324641013631,215.03324641013631,41.0788681253231,-1.1761073071047008,-0.2560711762050201,218.5724853515625,231.7908515255597,205.3541191775653,220.7840881347656
2024-08-13 00:00:00-04:00,218.52904142421028,221.4027217224782,218.52904142421028,220.7840881347656,44155300,214.8257797241211,215.1482632446289,215.1482632446289,53.951369012696645,-0.6570178361594117,-0.3362605081958985,217.91001815795897,229.02679334554054,206.7932429703774,221.23309326171875
2024-08-14 00:00:00-04:00,220.08562480803565,222.54021400164925,219.21752501736543,221.23309326171875,41960600,214.815478515625,215.7053237915039,215.26757363712088,56.03258428400331,-0.207018350662878,-0.31041207668929444,217.56600646972657,227.73910014255443,207.3929127968987,224.22650146484372
2024-08-15 00:00:00-04:00,224.10676986474732,224.8551228159093,222.27079905335071,224.22650146484372,46414000,215.47527313232422,216.3158737182617,215.43986071073093,58.83695436825321,0.3866949302536682,-0.17099067530070192,217.60587844848632,227.8814621290854,207.33029476788724,225.5535888671875
2024-08-16 00:00:00-04:00,223.42826155403992,226.33187474025672,223.15885022096825,225.5535888671875,44340200,216.11827850341797,216.9226675415039,215.6306857702867,59.898605439903406,0.9533126504720713,0.05386998985385272,217.70562667846679,228.25947974204257,207.151773614891,225.3939208984375
2024-08-19 00:00:00-04:00,225.22429606357244,225.49370737790127,222.55017371179116,225.3939208984375,40687800,217.80076904296874,217.5539749145508,215.81148642080802,59.10465432007004,1.3736429049824892,0.31782457287958,217.8148323059082,228.64994533889353,206.97971927292286,226.0125732421875
2024-08-20 00:00:00-04:00,225.27420804373648,226.6711275207631,224.95490346311303,226.0125732421875,30299000,219.74844207763672,218.14961669921874,215.99696072665128,56.22097590383457,1.7366586143712084,0.6015913811779057,217.90264587402345,228.98325630096156,206.82203544708534,225.9028167724609
2024-08-21 00:00:00-04:00,226.0225636042008,227.47934890039068,224.55579052395228,225.9028167724609,34765500,221.4270050048828,218.81821075439453,216.1738510131836,62.17215046667287,1.9925261484796692,0.8797783346382584,218.30738906860353,229.95052196115375,206.6642561760533,224.0369110107422
2024-08-22 00:00:00-04:00,227.28974628083645,227.8385414771675,223.4082896744648,224.0369110107422,43695300,222.5711471557617,219.16982666015625,216.3117994341934,57.14996898008196,2.02143813126537,1.1081102939636809,218.67116012573243,230.56289198656276,206.7794282649021,226.3418426513672
2024-08-23 00:00:00-04:00,225.16444130741013,227.7188169640382,223.8373602369176,226.3418426513672,38677300,223.6537628173828,219.4495376586914,216.48473121379985,84.03473953530232,2.204922828355137,1.3274728008419723,219.1267562866211,231.47541016618507,206.7781024070571,226.68109130859372
2024-08-26 00:00:00-04:00,226.2620154817008,226.7808777924977,223.39832305195915,226.68109130859372,30602200,224.61664276123048,219.71271179199218,216.65755087642347,91.2543488898652,2.3506138904309353,1.5321010187597648,219.58536224365236,232.35513175663792,206.8155927306668,227.52923583984372
2024-08-27 00:00:00-04:00,225.5036950185404,228.34744239539063,224.3961320136416,227.52923583984372,35934600,225.2911575317383,220.02773162841797,216.8387456258138,90.58608817558158,2.5056299399583395,1.72680680299948,220.0584686279297,233.2843742515691,206.8325630042903,225.99261474609372
2024-08-28 00:00:00-04:00,227.4194670399241,229.35520907583677,225.18438078371824,225.99261474609372,38052200,225.76710968017574,220.2286993408203,216.98880905401512,82.29619417281448,2.47594761299311,1.8766349649982061,220.29129409790033,233.7733627624793,206.80922543332136,229.28536987304688
2024-08-29 00:00:00-04:00,229.59470189609323,232.4085012026452,228.37737982242845,229.28536987304688,51906300,226.2729965209961,220.54296295166014,217.18714068012852,82.60858567608585,2.6871462260622536,2.0387372172110156,220.8741348266601,234.86961145187368,206.87865820144654,228.49710083007807
2024-08-30 00:00:00-04:00,229.6844899472923,229.89402024722435,226.98043458769095,228.49710083007807,52990800,226.56734771728514,220.93335205078125,217.36666385711186,78.09886734943862,2.759110614913112,2.182811896751435,221.34281311035153,235.71420511086436,206.9714211098387,222.28079223632807
2024-09-03 00:00:00-04:00,228.0480979020216,228.4971066385697,220.68429981162345,222.28079223632807,50190600,226.25603485107422,221.2430682373047,217.4434471130371,53.27509779750267,2.2881622498115064,2.2038819673634493,222.02840194702145,235.0818110328542,208.9749928611887,220.3650054931641
2024-09-04 00:00:00-04:00,221.17322424578344,221.29295584608855,217.0023958735564,220.3650054931641,43840200,225.69127807617187,221.5015121459961,217.48839416503907,48.21502639606083,1.7402833945101293,2.111162252792785,222.71986007690424,233.60243704059334,211.83728311321514,221.8916473388672
2024-09-05 00:00:00-04:00,221.14329437614532,224.9848304496161,221.0335353326016,221.8916473388672,36615400,225.2901611328125,221.77195098876953,217.55511012221828,44.890860196743525,1.4129846848057355,1.9715267391953755,223.35858306884762,232.1848438901476,214.53232224754765,220.33506774902344
2024-09-06 00:00:00-04:00,223.45818364879955,224.74535922490057,219.2873705935476,220.33506774902344,48423000,224.91997680664062,221.92793853759767,217.59660202709597,38.69435373875303,1.0162800910064789,1.7804774095575961,223.74556198120112,231.14884842914583,216.3422755332564,220.4248809814453
2024-09-09 00:00:00-04:00,220.3350822772696,220.7840910234286,216.23410730849412,220.4248809814453,67180000,224.32828063964843,222.068779296875,217.63819436465994,39.20215922994536,0.7010546974138379,1.5645928671288445,223.9910217285156,230.5192139189567,217.4628295380745,219.62661743164065
2024-09-10 00:00:00-04:00,218.43922835246784,220.9936039050013,216.25403537150672,219.62661743164065,51591000,223.62283325195312,222.26302215576172,217.66701209026834,36.23065099005341,0.3824148643022909,1.3281572665635337,224.11973800659175,230.1547732312177,218.0847027819658,222.1710357666016
2024-09-11 00:00:00-04:00,220.97367404683663,222.6000841658612,217.41150656335964,222.1710357666016,44587100,223.0870132446289,222.38596374511718,217.73135528564453,42.718103180303,0.33138380964709313,1.1288025751802457,224.18908538818354,230.0931881086888,218.2849826676783,222.28079223632807
2024-09-12 00:00:00-04:00,222.0113809042872,223.0590781064196,219.33727360197895,222.28079223632807,37498200,222.71583099365233,222.4409359741211,217.79543186241472,46.32111460104079,0.2963812623068236,0.9623183126055613,224.241470336914,230.0530078104945,218.4299328633335,222.0113677978516
2024-09-13 00:00:00-04:00,223.0889978371173,223.54797910505988,221.42266715079168,222.0113677978516,36766600,221.98843078613282,222.46500549316406,217.8539865281847,40.08229054839858,0.24408750206424656,0.8186721504972984,224.1307136535644,230.02726285836323,218.2341644487656,215.84495544433597
